chromosome	position 1	position 2	replicate 1.1	replicate 1.2	replicate 1.3	replicate 2.1	replicate 2.2	replicate 2.3
17	5500000	7500000	1764	1227	1340	894	644	1487
17	5500000	8000000	1782	1223	1431	926	740	1488
17	5500000	8500000	1088	837	798	554	415	910
17	5500000	9000000	1314	1023	1026	670	518	1045
17	5500000	9500000	708	684	577	434	311	666
17	5500000	10000000	540	520	431	328	210	462
17	5500000	10500000	478	449	348	273	164	315
17	5500000	11000000	361	281	251	209	132	334
17	5500000	11500000	253	226	210	212	141	292
17	5500000	12000000	287	247	214	208	120	274
17	5500000	12500000	327	267	215	259	155	277
17	5500000	13000000	406	274	303	250	163	333
17	5500000	13500000	616	530	461	460	281	592
17	5500000	14000000	392	282	281	287	204	386
17	5500000	14500000	422	323	309	293	154	437
17	5500000	15000000	283	178	194	186	108	257
17	5500000	15500000	364	262	242	234	168	306
17	5500000	16000000	309	180	206	196	100	243
17	5500000	16500000	314	226	223	212	120	285
17	5500000	17000000	246	203	208	183	98	227
17	5500000	17500000	338	240	226	237	137	307
17	5500000	18000000	280	204	206	216	145	270
17	5500000	18500000	203	180	160	145	86	227
17	5500000	19000000	256	221	206	161	89	230
17	5500000	19500000	324	280	211	212	123	257
17	5500000	20000000	280	188	183	211	112	202
17	5500000	20500000	255	221	193	169	109	249
17	5500000	21000000	232	165	141	155	79	190
17	5500000	21500000	228	234	172	181	105	238
17	5500000	22000000	257	212	229	171	98	240
17	5500000	22500000	245	156	200	166	98	230
17	5500000	23000000	213	164	177	143	89	193
17	5500000	23500000	238	191	189	140	91	184
17	5500000	24000000	248	188	162	130	113	234
17	5500000	24500000	238	170	157	155	101	193
17	5500000	25000000	207	153	150	150	67	169
17	5500000	25500000	268	242	171	156	77	179
17	5500000	26000000	239	176	127	165	92	211
17	5500000	26500000	159	143	122	130	97	175
17	5500000	27000000	126	112	95	92	56	141
17	5500000	27500000	121	115	88	102	56	138
17	5500000	28000000	107	108	61	104	52	114
17	5500000	28500000	83	91	76	99	44	129
17	5500000	29000000	97	94	54	78	55	109
17	5500000	29500000	77	78	81	73	50	105
17	5500000	30000000	55	54	38	65	25	68
17	5500000	30500000	52	60	35	69	27	93
17	5500000	31000000	64	46	39	64	31	68
17	5500000	31500000	38	35	41	64	30	75
17	5500000	32000000	46	37	23	65	34	75
17	5500000	32500000	49	28	43	48	34	60
17	5500000	33000000	56	49	39	63	34	85
17	5500000	33500000	42	36	28	49	22	53
17	5500000	34000000	39	47	37	58	23	76
17	5500000	34500000	28	33	28	48	19	50
17	5500000	35000000	38	31	28	39	16	51
17	5500000	35500000	37	34	18	41	14	32
17	5500000	36000000	29	33	29	34	22	46
17	5500000	36500000	44	25	19	34	18	39
17	5500000	37000000	32	34	20	28	21	37
17	5500000	37500000	37	22	23	22	16	39
17	5500000	38000000	27	27	16	33	15	33
17	5500000	38500000	25	35	18	44	17	40
17	5500000	39000000	29	33	23	47	17	48
17	5500000	39500000	41	39	27	34	10	32
17	5500000	40000000	31	27	21	33	17	39
17	5500000	40500000	41	33	32	44	13	53
17	5500000	41000000	41	45	39	35	14	37
17	5500000	41500000	50	40	26	48	18	50
17	5500000	42000000	58	62	52	48	32	74
17	5500000	42500000	66	61	49	59	34	91
17	5500000	43000000	67	54	40	48	35	59
17	5500000	43500000	66	70	47	64	41	83
17	5500000	44000000	133	86	77	94	47	121
17	5500000	44500000	148	118	78	95	58	115
17	5500000	45000000	127	115	111	102	52	137
17	5500000	45500000	113	74	69	73	37	88
17	5500000	46000000	94	101	79	75	49	107
17	5500000	46500000	84	75	64	68	29	94
17	5500000	47000000	73	60	40	59	25	70
17	5500000	47500000	43	52	33	45	27	68
17	5500000	48000000	47	47	27	49	22	51
17	5500000	48500000	51	42	36	45	12	46
17	5500000	49000000	22	31	23	34	22	42
17	5500000	49500000	38	27	22	28	19	43
17	5500000	50000000	28	32	26	47	14	51
17	5500000	50500000	41	35	16	41	24	39
17	5500000	51000000	31	32	28	41	18	44
17	5500000	51500000	31	38	25	34	9	38
17	5500000	52000000	35	40	30	33	22	54
17	5500000	52500000	63	55	50	62	34	66
17	5500000	53000000	82	81	59	69	35	91
17	5500000	53500000	130	104	74	103	53	117
17	5500000	54000000	103	79	73	85	47	118
17	5500000	54500000	121	94	64	95	47	120
17	5500000	55000000	143	122	114	87	47	129
17	5500000	55500000	173	154	126	120	63	143
17	5500000	56000000	148	134	114	94	53	101
17	5500000	56500000	124	136	96	98	42	129
17	5500000	57000000	100	107	75	78	44	87
17	5500000	57500000	73	88	49	56	19	75
17	5500000	58000000	55	35	43	47	22	42
17	5500000	58500000	69	51	37	59	24	58
17	5500000	59000000	45	46	35	46	18	45
17	5500000	59500000	70	59	26	49	28	61
17	5500000	60000000	56	49	34	43	26	32
17	5500000	60500000	34	42	30	45	22	40
17	5500000	61000000	26	36	18	37	9	34
17	5500000	61500000	18	15	15	16	3	16
17	5500000	62000000	12	13	6	22	3	20
17	5500000	62500000	15	18	11	16	5	25
17	5500000	63000000	31	54	23	36	9	32
17	6000000	6000000	7180	4280	6535	3137	3093	6707
17	6000000	6500000	4351	2172	3556	2488	1799	3967
17	6000000	7000000	2868	1919	2253	1796	1166	2655
17	6000000	7500000	2173	1478	1836	1332	887	1932
17	6000000	8000000	2010	1237	1549	1139	762	1736
17	6000000	8500000	1279	969	1019	812	543	1195
17	6000000	9000000	1599	1144	1328	975	698	1594
17	6000000	9500000	1040	912	711	742	438	1017
17	6000000	10000000	647	531	497	387	262	589
17	6000000	10500000	306	287	228	185	95	250
17	6000000	11000000	142	142	122	106	51	120
17	6000000	11500000	149	135	109	119	70	150
17	6000000	12000000	189	149	128	189	91	236
17	6000000	12500000	220	175	165	196	80	264
17	6000000	13000000	391	276	275	328	178	436
17	6000000	13500000	658	502	480	526	312	637
17	6000000	14000000	281	228	192	223	110	300
17	6000000	14500000	281	236	200	234	112	274
17	6000000	15000000	323	204	229	319	133	360
17	6000000	15500000	460	394	327	385	280	542
17	6000000	16000000	431	202	234	286	144	423
17	6000000	16500000	362	228	247	305	145	371
17	6000000	17000000	299	260	233	280	141	386
17	6000000	17500000	283	203	181	231	126	300
17	6000000	18000000	267	245	187	220	127	279
17	6000000	18500000	335	244	253	298	153	368
17	6000000	19000000	269	229	207	200	108	297
17	6000000	19500000	228	222	195	193	102	273
17	6000000	20000000	251	176	191	211	100	264
17	6000000	20500000	295	218	204	230	129	263
17	6000000	21000000	297	209	217	237	120	270
17	6000000	21500000	270	221	184	186	89	268
17	6000000	22000000	219	177	176	163	87	185
17	6000000	22500000	323	210	254	221	146	324
17	6000000	23000000	334	200	202	244	163	337
17	6000000	23500000	285	192	194	200	111	315
17	6000000	24000000	320	241	221	221	156	301
17	6000000	24500000	231	205	162	173	101	235
17	6000000	25000000	180	149	133	142	82	159
17	6000000	25500000	288	217	197	214	126	286
17	6000000	26000000	118	94	88	90	29	109
17	6000000	26500000	112	93	71	78	45	92
17	6000000	27000000	92	101	71	96	65	117
17	6000000	27500000	94	88	53	81	41	117
17	6000000	28000000	77	67	63	77	34	116
17	6000000	28500000	92	74	49	90	41	120
17	6000000	29000000	63	62	41	72	34	74
17	6000000	29500000	96	68	48	72	39	95
17	6000000	30000000	34	32	16	40	24	40
17	6000000	30500000	34	40	17	45	15	54
17	6000000	31000000	45	34	18	44	33	71
17	6000000	31500000	25	26	13	38	18	48
17	6000000	32000000	30	25	19	33	18	42
17	6000000	32500000	23	12	12	37	9	20
17	6000000	33000000	36	36	27	43	24	57
17	6000000	33500000	21	27	26	27	13	36
17	6000000	34000000	28	37	17	43	8	54
17	6000000	34500000	27	19	15	31	8	36
17	6000000	35000000	25	25	13	23	10	41
17	6000000	35500000	15	24	8	23	15	21
17	6000000	36000000	25	10	14	20	10	21
17	6000000	36500000	16	22	10	20	5	21
17	6000000	37000000	19	14	16	21	6	27
17	6000000	37500000	16	25	13	26	7	26
17	6000000	38000000	11	16	9	17	8	13
17	6000000	38500000	19	28	7	15	7	15
17	6000000	39000000	17	23	14	24	6	18
17	6000000	39500000	19	19	13	13	11	17
17	6000000	40000000	10	16	11	21	6	26
17	6000000	40500000	16	28	22	12	11	21
17	6000000	41000000	29	18	18	22	11	27
17	6000000	41500000	34	29	16	42	14	40
17	6000000	42000000	48	37	28	46	27	64
17	6000000	42500000	46	57	41	26	31	44
17	6000000	43000000	34	31	38	33	12	53
17	6000000	43500000	27	51	26	35	11	50
17	6000000	44000000	102	68	52	55	34	66
17	6000000	44500000	169	133	88	117	67	165
17	6000000	45000000	163	128	109	148	85	183
17	6000000	45500000	128	99	90	125	56	142
17	6000000	46000000	69	77	63	60	34	71
17	6000000	46500000	45	49	33	43	12	61
17	6000000	47000000	37	41	30	43	13	51
17	6000000	47500000	29	42	23	29	16	32
17	6000000	48000000	20	24	17	26	11	21
17	6000000	48500000	32	26	23	30	13	25
17	6000000	49000000	15	19	11	25	5	19
17	6000000	49500000	26	20	12	22	8	18
17	6000000	50000000	20	15	16	24	10	19
17	6000000	50500000	21	24	16	17	13	22
17	6000000	51000000	12	19	11	21	6	11
17	6000000	51500000	13	16	13	20	10	16
17	6000000	52000000	22	21	21	18	11	33
17	6000000	52500000	25	30	22	38	16	29
17	6000000	53000000	73	57	32	60	17	67
17	6000000	53500000	96	74	55	91	41	127
17	6000000	54000000	59	62	44	69	36	77
17	6000000	54500000	55	57	35	44	30	64
17	6000000	55000000	115	102	82	63	48	112
17	6000000	55500000	208	147	150	157	85	183
17	6000000	56000000	206	165	141	167	89	190
17	6000000	56500000	143	176	114	142	61	140
17	6000000	57000000	65	63	43	55	12	70
17	6000000	57500000	44	43	37	33	16	29
17	6000000	58000000	16	26	20	20	7	23
17	6000000	58500000	25	36	20	18	7	26
17	6000000	59000000	18	23	16	17	7	25
17	6000000	59500000	41	26	29	33	10	47
17	6000000	60000000	31	47	26	41	10	41
17	6000000	60500000	38	33	30	36	24	41
17	6000000	61000000	19	22	16	18	19	24
17	6000000	61500000	10	7	7	9	4	9
17	6000000	62000000	6	11	4	5	4	9
17	6000000	62500000	9	8	10	9	2	7
17	6000000	63000000	32	60	17	48	17	54
17	6500000	6500000	4789	1984	4326	1888	1884	3754
17	6500000	7000000	4174	2399	3446	2098	1445	3173
17	6500000	7500000	2685	1476	2186	1302	942	2068
17	6500000	8000000	2225	1328	1981	1155	817	1730
17	6500000	8500000	1249	858	1035	654	480	1071
17	6500000	9000000	1484	856	1091	792	571	1252
17	6500000	9500000	808	602	550	561	313	741
17	6500000	10000000	518	360	346	321	162	413
17	6500000	10500000	211	171	159	124	64	181
17	6500000	11000000	127	101	93	106	55	119
17	6500000	11500000	111	89	90	98	41	118
17	6500000	12000000	146	108	97	143	78	188
17	6500000	12500000	173	121	125	156	84	178
17	6500000	13000000	292	165	212	219	150	356
17	6500000	13500000	511	336	402	397	237	495
17	6500000	14000000	197	152	139	176	99	217
17	6500000	14500000	221	140	163	166	90	221
17	6500000	15000000	239	160	158	218	107	267
17	6500000	15500000	355	245	266	289	166	378
17	6500000	16000000	304	128	190	211	120	292
17	6500000	16500000	299	172	197	189	107	283
17	6500000	17000000	282	183	181	222	106	260
17	6500000	17500000	208	134	154	164	77	233
17	6500000	18000000	218	177	142	188	86	213
17	6500000	18500000	236	128	181	204	104	273
17	6500000	19000000	221	154	185	164	97	218
17	6500000	19500000	210	153	147	164	77	204
17	6500000	20000000	184	126	124	147	93	206
17	6500000	20500000	224	130	149	174	85	217
17	6500000	21000000	198	122	148	175	91	205
17	6500000	21500000	209	151	139	147	76	167
17	6500000	22000000	193	116	136	120	74	148
17	6500000	22500000	226	122	167	181	97	213
17	6500000	23000000	240	156	179	190	115	217
17	6500000	23500000	227	136	177	165	106	214
17	6500000	24000000	202	168	153	168	90	238
17	6500000	24500000	183	119	131	154	79	154
17	6500000	25000000	133	97	95	87	45	128
17	6500000	25500000	230	147	152	180	92	207
17	6500000	26000000	91	72	69	67	27	97
17	6500000	26500000	79	47	54	68	39	84
17	6500000	27000000	100	46	54	92	44	94
17	6500000	27500000	74	45	48	67	37	80
17	6500000	28000000	59	53	53	79	39	96
17	6500000	28500000	63	39	37	71	30	66
17	6500000	29000000	46	30	29	54	24	68
17	6500000	29500000	48	41	45	66	19	67
17	6500000	30000000	20	22	17	24	12	35
17	6500000	30500000	23	22	23	30	11	34
17	6500000	31000000	31	19	23	32	18	43
17	6500000	31500000	15	15	9	27	10	40
17	6500000	32000000	16	16	14	30	13	46
17	6500000	32500000	19	14	10	19	10	19
17	6500000	33000000	31	26	30	47	14	46
17	6500000	33500000	20	23	16	17	18	28
17	6500000	34000000	27	29	15	39	12	34
17	6500000	34500000	19	15	14	30	10	17
17	6500000	35000000	16	15	10	14	9	22
17	6500000	35500000	11	11	13	11	5	17
17	6500000	36000000	11	13	16	14	8	21
17	6500000	36500000	14	12	10	23	11	14
17	6500000	37000000	10	14	16	7	7	18
17	6500000	37500000	16	10	8	13	2	20
17	6500000	38000000	11	8	12	7	1	10
17	6500000	38500000	12	13	11	15	6	13
17	6500000	39000000	13	19	12	11	7	17
17	6500000	39500000	20	16	3	12	7	14
17	6500000	40000000	19	10	8	9	4	12
17	6500000	40500000	12	21	12	19	7	13
17	6500000	41000000	15	9	12	14	6	14
17	6500000	41500000	22	10	12	20	14	24
17	6500000	42000000	34	32	33	46	9	29
17	6500000	42500000	40	34	27	35	19	43
17	6500000	43000000	33	31	22	23	10	23
17	6500000	43500000	30	27	25	26	10	32
17	6500000	44000000	63	36	44	43	24	58
17	6500000	44500000	109	73	69	124	53	130
17	6500000	45000000	146	87	85	135	61	143
17	6500000	45500000	98	72	68	82	56	97
17	6500000	46000000	47	41	33	47	19	48
17	6500000	46500000	47	35	20	35	20	43
17	6500000	47000000	31	24	24	37	11	41
17	6500000	47500000	23	19	11	17	6	30
17	6500000	48000000	18	14	14	27	6	29
17	6500000	48500000	22	15	19	22	6	27
17	6500000	49000000	16	9	10	18	7	18
17	6500000	49500000	17	14	8	18	4	23
17	6500000	50000000	14	8	16	22	7	16
17	6500000	50500000	9	14	8	14	6	25
17	6500000	51000000	8	18	7	12	9	21
17	6500000	51500000	19	13	8	7	2	11
17	6500000	52000000	19	18	20	16	7	19
17	6500000	52500000	18	32	17	35	12	18
17	6500000	53000000	46	38	34	39	18	47
17	6500000	53500000	80	65	48	71	29	99
17	6500000	54000000	61	50	41	69	19	66
17	6500000	54500000	41	43	41	43	24	49
17	6500000	55000000	96	70	69	74	26	90
17	6500000	55500000	156	113	108	109	48	131
17	6500000	56000000	182	120	130	129	79	158
17	6500000	56500000	119	101	94	126	41	117
17	6500000	57000000	55	45	37	60	19	48
17	6500000	57500000	31	33	21	30	9	19
17	6500000	58000000	22	22	18	18	5	15
17	6500000	58500000	25	21	11	23	8	22
17	6500000	59000000	17	10	11	20	8	14
17	6500000	59500000	37	21	25	25	17	28
17	6500000	60000000	27	23	23	28	7	32
17	6500000	60500000	24	19	17	28	16	22
17	6500000	61000000	15	19	12	20	5	23
17	6500000	61500000	11	8	4	1	1	5
17	6500000	62000000	4	9	1	5	1	4
17	6500000	62500000	12	7	4	9	2	2
17	6500000	63000000	36	33	19	38	10	36
17	7000000	7000000	4553	3481	4479	2104	1873	3834
17	7000000	7500000	3967	2635	3295	1984	1536	3236
17	7000000	8000000	3148	2212	2527	1680	1242	2545
17	7000000	8500000	1530	1276	1141	890	564	1380
17	7000000	9000000	1508	1198	1154	915	567	1302
17	7000000	9500000	765	765	594	604	314	720
17	7000000	10000000	519	514	376	333	205	429
17	7000000	10500000	255	296	215	169	87	218
17	7000000	11000000	136	164	113	115	54	122
17	7000000	11500000	128	109	105	110	48	135
17	7000000	12000000	214	185	114	158	88	190
17	7000000	12500000	185	181	159	169	96	209
17	7000000	13000000	284	251	205	267	153	352
17	7000000	13500000	540	513	379	422	275	551
17	7000000	14000000	238	189	145	189	86	209
17	7000000	14500000	267	187	173	211	106	230
17	7000000	15000000	256	201	147	208	124	257
17	7000000	15500000	387	312	255	291	165	389
17	7000000	16000000	270	208	205	253	116	287
17	7000000	16500000	316	199	192	234	112	249
17	7000000	17000000	282	216	179	229	110	268
17	7000000	17500000	253	227	174	202	106	248
17	7000000	18000000	254	219	138	207	89	214
17	7000000	18500000	236	203	162	219	87	243
17	7000000	19000000	236	198	162	192	82	201
17	7000000	19500000	212	191	152	148	91	232
17	7000000	20000000	222	174	154	188	95	249
17	7000000	20500000	207	201	143	165	101	244
17	7000000	21000000	204	170	128	190	76	190
17	7000000	21500000	208	214	130	172	80	197
17	7000000	22000000	183	150	139	136	69	177
17	7000000	22500000	233	146	135	206	105	236
17	7000000	23000000	245	198	172	189	104	249
17	7000000	23500000	236	177	146	185	102	214
17	7000000	24000000	241	207	139	183	90	231
17	7000000	24500000	205	163	115	136	70	185
17	7000000	25000000	164	129	85	112	69	130
17	7000000	25500000	217	183	178	181	87	198
17	7000000	26000000	117	118	69	82	35	102
17	7000000	26500000	99	78	43	83	41	86
17	7000000	27000000	92	84	61	117	41	107
17	7000000	27500000	74	73	66	84	32	87
17	7000000	28000000	61	66	51	65	28	86
17	7000000	28500000	65	60	49	73	34	70
17	7000000	29000000	55	40	35	66	20	60
17	7000000	29500000	77	45	34	79	29	89
17	7000000	30000000	38	36	21	39	11	26
17	7000000	30500000	35	22	17	45	19	49
17	7000000	31000000	28	29	15	55	10	68
17	7000000	31500000	19	19	16	36	19	35
17	7000000	32000000	23	17	10	44	10	41
17	7000000	32500000	15	13	16	35	7	26
17	7000000	33000000	43	37	26	45	22	49
17	7000000	33500000	22	22	13	27	14	24
17	7000000	34000000	27	29	18	40	13	41
17	7000000	34500000	20	16	8	19	12	24
17	7000000	35000000	19	17	10	28	11	27
17	7000000	35500000	20	20	16	19	9	25
17	7000000	36000000	17	19	11	17	5	21
17	7000000	36500000	19	22	15	19	10	19
17	7000000	37000000	15	23	10	22	3	20
17	7000000	37500000	22	16	9	20	5	31
17	7000000	38000000	12	6	10	9	9	8
17	7000000	38500000	17	11	5	13	8	15
17	7000000	39000000	18	17	12	19	10	17
17	7000000	39500000	17	19	11	15	5	16
17	7000000	40000000	17	10	12	14	10	13
17	7000000	40500000	15	24	12	18	8	18
17	7000000	41000000	22	13	12	20	12	35
17	7000000	41500000	22	17	13	24	14	27
17	7000000	42000000	47	33	20	40	14	53
17	7000000	42500000	43	44	29	39	23	37
17	7000000	43000000	32	32	30	30	21	33
17	7000000	43500000	34	45	31	35	9	41
17	7000000	44000000	67	56	54	55	25	48
17	7000000	44500000	131	100	96	110	41	109
17	7000000	45000000	158	115	95	130	49	139
17	7000000	45500000	113	93	64	101	52	120
17	7000000	46000000	59	63	46	52	27	57
17	7000000	46500000	54	50	36	48	16	40
17	7000000	47000000	29	29	18	33	20	37
17	7000000	47500000	24	26	16	20	17	20
17	7000000	48000000	29	25	18	29	13	30
17	7000000	48500000	30	23	17	29	10	31
17	7000000	49000000	25	17	11	17	13	13
17	7000000	49500000	20	26	11	15	9	19
17	7000000	50000000	15	16	15	24	5	11
17	7000000	50500000	19	21	18	13	6	18
17	7000000	51000000	25	26	17	16	5	14
17	7000000	51500000	20	21	11	15	7	18
17	7000000	52000000	19	33	15	17	12	27
17	7000000	52500000	27	35	18	36	7	31
17	7000000	53000000	48	74	47	60	25	63
17	7000000	53500000	89	65	48	79	34	91
17	7000000	54000000	59	59	39	66	34	90
17	7000000	54500000	53	61	46	63	25	65
17	7000000	55000000	112	110	62	77	32	87
17	7000000	55500000	159	145	110	138	73	158
17	7000000	56000000	212	153	124	140	74	159
17	7000000	56500000	115	132	86	113	45	131
17	7000000	57000000	54	65	45	48	19	49
17	7000000	57500000	30	38	26	24	14	49
17	7000000	58000000	13	28	18	23	5	13
17	7000000	58500000	30	28	13	23	12	32
17	7000000	59000000	23	24	15	21	6	30
17	7000000	59500000	36	38	18	25	9	41
17	7000000	60000000	25	24	19	40	20	36
17	7000000	60500000	28	44	17	31	19	29
17	7000000	61000000	22	18	15	24	5	27
17	7000000	61500000	5	11	4	5	2	5
17	7000000	62000000	2	6	2	7	4	6
17	7000000	62500000	16	6	7	2	3	4
17	7000000	63000000	32	42	20	37	17	38
17	7500000	7500000	5628	3568	5197	2084	2328	4609
17	7500000	8000000	5706	3743	4928	2616	2366	4822
17	7500000	8500000	1660	1409	1417	1006	722	1591
17	7500000	9000000	1526	1156	1239	900	515	1280
17	7500000	9500000	751	677	562	548	298	689
17	7500000	10000000	526	487	429	312	192	426
17	7500000	10500000	340	338	260	215	113	272
17	7500000	11000000	224	152	152	133	63	164
17	7500000	11500000	171	141	123	138	79	164
17	7500000	12000000	244	183	147	180	105	231
17	7500000	12500000	247	190	169	182	115	236
17	7500000	13000000	315	259	206	269	149	356
17	7500000	13500000	599	522	449	454	224	558
17	7500000	14000000	263	189	158	218	90	282
17	7500000	14500000	272	220	201	252	139	277
17	7500000	15000000	251	180	163	204	113	232
17	7500000	15500000	353	288	271	279	137	334
17	7500000	16000000	271	180	204	230	107	225
17	7500000	16500000	313	197	205	206	113	249
17	7500000	17000000	264	208	168	204	102	252
17	7500000	17500000	253	223	169	196	104	293
17	7500000	18000000	225	202	154	196	108	234
17	7500000	18500000	241	201	162	207	108	236
17	7500000	19000000	215	178	142	185	87	220
17	7500000	19500000	243	224	160	186	99	235
17	7500000	20000000	242	161	171	132	82	196
17	7500000	20500000	237	199	142	149	94	221
17	7500000	21000000	239	167	157	174	87	234
17	7500000	21500000	221	175	149	168	110	200
17	7500000	22000000	220	159	148	142	77	209
17	7500000	22500000	234	149	182	162	113	245
17	7500000	23000000	260	172	177	185	112	228
17	7500000	23500000	226	177	155	180	112	199
17	7500000	24000000	259	201	199	190	113	234
17	7500000	24500000	214	179	160	154	93	196
17	7500000	25000000	170	160	111	138	71	151
17	7500000	25500000	241	189	152	201	92	217
17	7500000	26000000	116	112	73	120	42	119
17	7500000	26500000	107	89	67	86	46	122
17	7500000	27000000	103	84	75	92	44	101
17	7500000	27500000	79	94	62	97	45	118
17	7500000	28000000	80	68	45	79	34	106
17	7500000	28500000	68	60	43	83	38	94
17	7500000	29000000	73	62	43	50	31	84
17	7500000	29500000	73	71	53	63	37	112
17	7500000	30000000	39	48	27	51	16	47
17	7500000	30500000	43	35	28	34	29	51
17	7500000	31000000	46	29	15	52	28	64
17	7500000	31500000	30	31	21	43	19	52
17	7500000	32000000	20	26	24	42	14	70
17	7500000	32500000	24	26	15	31	12	40
17	7500000	33000000	34	35	25	59	15	68
17	7500000	33500000	20	20	17	36	12	33
17	7500000	34000000	37	33	19	37	19	56
17	7500000	34500000	23	19	22	40	13	29
17	7500000	35000000	21	24	15	34	16	28
17	7500000	35500000	27	25	16	34	12	19
17	7500000	36000000	17	25	11	23	12	23
17	7500000	36500000	24	23	19	16	10	35
17	7500000	37000000	25	19	13	28	13	24
17	7500000	37500000	23	19	9	21	11	26
17	7500000	38000000	13	13	9	20	4	23
17	7500000	38500000	15	23	22	19	12	20
17	7500000	39000000	24	22	14	19	16	37
17	7500000	39500000	17	23	13	28	9	26
17	7500000	40000000	21	17	21	18	9	20
17	7500000	40500000	23	25	19	23	11	29
17	7500000	41000000	28	25	19	20	11	38
17	7500000	41500000	32	17	20	23	9	38
17	7500000	42000000	45	45	27	46	22	58
17	7500000	42500000	57	37	32	45	24	65
17	7500000	43000000	35	52	35	53	18	60
17	7500000	43500000	45	43	40	40	17	46
17	7500000	44000000	73	70	64	61	36	85
17	7500000	44500000	132	107	63	106	43	121
17	7500000	45000000	127	112	88	105	66	132
17	7500000	45500000	99	90	76	82	47	109
17	7500000	46000000	62	71	49	51	33	55
17	7500000	46500000	59	47	38	60	17	47
17	7500000	47000000	37	33	28	43	18	52
17	7500000	47500000	32	30	21	25	6	54
17	7500000	48000000	25	32	14	33	12	37
17	7500000	48500000	35	35	24	31	11	42
17	7500000	49000000	24	25	27	28	7	32
17	7500000	49500000	35	24	14	34	10	23
17	7500000	50000000	28	22	14	33	12	28
17	7500000	50500000	19	24	12	18	5	13
17	7500000	51000000	20	26	12	17	9	23
17	7500000	51500000	22	26	11	21	10	18
17	7500000	52000000	26	26	24	28	11	44
17	7500000	52500000	33	37	21	43	29	50
17	7500000	53000000	66	55	37	69	23	55
17	7500000	53500000	90	79	65	89	39	104
17	7500000	54000000	83	76	57	74	33	92
17	7500000	54500000	73	64	49	63	27	81
17	7500000	55000000	108	109	81	89	50	118
17	7500000	55500000	163	150	120	100	75	153
17	7500000	56000000	185	151	117	136	49	152
17	7500000	56500000	125	126	81	116	51	118
17	7500000	57000000	70	72	46	53	22	78
17	7500000	57500000	51	62	34	44	13	47
17	7500000	58000000	27	22	15	30	11	22
17	7500000	58500000	34	34	26	27	12	39
17	7500000	59000000	41	34	19	20	17	29
17	7500000	59500000	48	41	28	38	26	53
17	7500000	60000000	40	26	23	32	20	36
17	7500000	60500000	32	29	18	30	23	52
17	7500000	61000000	19	19	12	29	9	31
17	7500000	61500000	4	18	6	5	4	9
17	7500000	62000000	12	16	2	7	4	10
17	7500000	62500000	5	12	6	9	3	10
17	7500000	63000000	35	46	18	48	12	42
17	8000000	8000000	5638	3883	5353	2029	2283	4588
17	8000000	8500000	2152	1811	1796	1106	815	1940
17	8000000	9000000	1574	1315	1387	853	556	1290
17	8000000	9500000	788	732	610	531	279	715
17	8000000	10000000	553	534	424	343	205	444
17	8000000	10500000	450	385	331	247	130	320
17	8000000	11000000	251	238	201	184	83	213
17	8000000	11500000	202	183	184	172	98	183
17	8000000	12000000	258	244	182	212	117	247
17	8000000	12500000	296	265	211	216	147	304
17	8000000	13000000	355	259	268	288	173	320
17	8000000	13500000	668	500	450	473	306	623
17	8000000	14000000	291	264	219	226	127	296
17	8000000	14500000	320	252	216	250	152	291
17	8000000	15000000	269	182	200	194	120	240
17	8000000	15500000	347	267	255	258	160	305
17	8000000	16000000	283	223	181	223	97	243
17	8000000	16500000	323	229	198	237	122	268
17	8000000	17000000	271	205	181	200	122	204
17	8000000	17500000	276	234	231	211	149	326
17	8000000	18000000	285	233	163	224	105	290
17	8000000	18500000	214	208	126	160	92	212
17	8000000	19000000	243	226	169	221	97	258
17	8000000	19500000	282	260	192	200	100	255
17	8000000	20000000	240	213	187	184	113	256
17	8000000	20500000	239	229	188	195	122	252
17	8000000	21000000	236	168	166	170	106	214
17	8000000	21500000	216	208	166	196	94	240
17	8000000	22000000	250	206	159	156	94	229
17	8000000	22500000	214	151	145	171	87	206
17	8000000	23000000	266	183	195	170	93	229
17	8000000	23500000	265	166	152	168	91	205
17	8000000	24000000	228	216	193	184	101	223
17	8000000	24500000	212	205	157	149	108	203
17	8000000	25000000	203	178	126	137	68	158
17	8000000	25500000	211	194	164	179	95	227
17	8000000	26000000	149	162	116	125	64	140
17	8000000	26500000	121	111	88	104	55	132
17	8000000	27000000	116	90	65	112	55	138
17	8000000	27500000	101	105	60	113	39	116
17	8000000	28000000	78	85	53	104	43	123
17	8000000	28500000	59	83	60	90	38	90
17	8000000	29000000	72	56	47	77	32	79
17	8000000	29500000	88	83	46	91	42	97
17	8000000	30000000	37	40	31	46	20	50
17	8000000	30500000	41	44	30	46	20	60
17	8000000	31000000	47	44	30	57	25	68
17	8000000	31500000	39	32	29	62	16	61
17	8000000	32000000	36	25	21	40	20	51
17	8000000	32500000	21	36	19	29	15	34
17	8000000	33000000	40	42	34	49	29	70
17	8000000	33500000	30	25	20	23	7	47
17	8000000	34000000	45	37	30	32	19	57
17	8000000	34500000	20	19	22	35	14	35
17	8000000	35000000	31	25	20	32	11	33
17	8000000	35500000	23	31	15	19	12	31
17	8000000	36000000	21	26	13	19	9	29
17	8000000	36500000	22	24	10	24	9	31
17	8000000	37000000	27	22	23	25	14	23
17	8000000	37500000	27	20	16	26	13	31
17	8000000	38000000	14	11	16	20	10	27
